ID,place,total review,review,review_tokens,sentiment_raw,stars,sentiment,city,lat,lng,types,rating
11,Syambhunath, 118 reviews,"Vintage Place Of Lord Buddha
Famous For it's Religious and culture because it's symbol of nature and peace
Above The height of Kathmandu …","['vintage', 'lord', 'buddha', 'famous', 'religious', 'culture', 'symbol', 'nature', 'peace', 'height', 'kathmandu']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
12,Syambhunath, 101 reviews,"Swayambhu, meaning self-sprung, is one of the most sacred and iconic religious places in Nepal. The religious complex is situated on top of a hill. As you begin your climb you will come across various shops and cafes. You will also be …","['swayambhu', 'meaning', 'self', 'sprung', 'sacred', 'iconic', 'religious', 'places', 'religious', 'complex', 'situated', 'hill', 'begin', 'climb', 'come', 'across', 'various', 'shops', 'cafes']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
13,Syambhunath,64 reviews,Surreal experience. Remember to put your sunscreen on and maybe put on a sun hat. Temple up the mountain with stairs and there’s another road where you can take a Uber if you don’t want to take the long stairs.,"['surreal', 'experience', 'remember', 'put', 'sunscreen', 'maybe', 'put', 'sun', 'hat', 'temple', 'mountain', 'stairs', 'another', 'road', 'take', 'uber', 'want', 'take', 'long', 'stairs']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
14,Syambhunath, 91 reviews,The oldest religious site in Kathmandu. Worth a visit. Great view overlocking Kathmandu. Beware of the monkeys and need to take Lots of stairs. 200 rupees for foreigners,"['oldest', 'religious', 'kathmandu', 'worth', 'great', 'overlocking', 'kathmandu', 'beware', 'monkeys', 'need', 'take', 'lots', 'stairs', '200', 'rupees', 'foreigners']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
15,Syambhunath, 33 reviews,"All you get from visiting this place is the sense of Spirituality and Peace.
Do visit this World Heritage of Nepal, you won't regret!","['get', 'visiting', 'sense', 'spirituality', 'peace', 'heritage', 'regret']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
16,Syambhunath, 241 reviews,"This temple is also known as the Monkey Temple.
There are a lot of monkeys in the temple and along the stairway to the temple. …","['temple', 'known', 'monkey', 'temple', 'lot', 'monkeys', 'temple', 'along', 'stairway', 'temple']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
17,Syambhunath, 233 reviews,"The monkey temple is a good tourist spot. You get to see a great temple, lots of monkeys, and a nice view of Kathmandu. Lot of stairs to get up so be prepared.","['monkey', 'temple', 'tourist', 'spot', 'get', 'great', 'temple', 'lots', 'monkeys', 'kathmandu', 'lot', 'stairs', 'get', 'prepared']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
18,Syambhunath, 25 reviews,"One of the best places to visit in kathmandu, Nepal.
Reach to the top of the mountain and you can enjoy the market there and also the mountain view from there. Ticket Price 50 INR for Indian","['places', 'kathmandu', 'reach', 'mountain', 'enjoy', 'market', 'mountain', 'ticket', 'price', '50', 'inr', 'indian']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
19,Syambhunath, 5 reviews,"Swayambhunath is a glorious ancient religious architecture, located in the middle of Kathmandu city. It is center of faith of both Buddhist and Hindus.
It was listed in the UNESCO World Heritage Monument List in 1979 .Great place to …","['swayambhunath', 'glorious', 'ancient', 'religious', 'architecture', 'located', 'middle', 'kathmandu', 'center', 'faith', 'buddhist', 'hindus', 'listed', 'unesco', 'heritage', 'monument', 'list', '1979', 'great']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
20,Syambhunath, 400 reviews,It's beautiful temple located at the hilltop from where you could have a 360 degree view of Kathmandu city. Visit Stupa and temple.,"['temple', 'located', 'hilltop', 'could', '360', 'degree', 'kathmandu', 'stupa', 'temple']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
21,Syambhunath, 14 reviews,Swayambhunath is also known as Shiva( god Mahadev). It is historical place in Nepal.  And also tourist area. Where Tourist come to visit and they enjoyed it and also known about historical story. Hope you also come to visit and enjoy more and knows about historical story. ☺☺,"['swayambhunath', 'known', 'shiva', 'god', 'mahadev', 'historical', 'tourist', 'area', 'tourist', 'come', 'enjoyed', 'known', 'historical', 'story', 'hope', 'come', 'enjoy', 'knows', 'historical', 'story']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
22,Syambhunath, 20 reviews,Swayambhunath is also known as Shiva( god Mahadev). It is historical place in Nepal. And also tourist area. Where Tourist come to visit and they enjoyed it and also known about historical story. Hope you also come to visit and enjoy more and knows about historical story.,"['swayambhunath', 'known', 'shiva', 'god', 'mahadev', 'historical', 'tourist', 'area', 'tourist', 'come', 'enjoyed', 'known', 'historical', 'story', 'hope', 'come', 'enjoy', 'knows', 'historical', 'story']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
23,Syambhunath, 76 reviews,Swayambunath also known as the monkey temple is situated at an elevation. It offers a bird's eye view of the valley below. A very peaceful place to visit.,"['swayambunath', 'known', 'monkey', 'temple', 'situated', 'elevation', 'offers', 'bird', 'eye', 'valley', 'peaceful']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
24,Syambhunath, 22 reviews,Swayanbhu Mahachaitya is an important landmark in Kathmandu.  It's about 15 minutes from Durbar Square. It sits on top a big mountain and from here you can see the whole Kathmandu valley and take amazing pictures. …,"['swayanbhu', 'mahachaitya', 'important', 'landmark', 'kathmandu', '15', 'minutes', 'durbar', 'square', 'sits', 'big', 'mountain', 'whole', 'kathmandu', 'valley', 'take', 'pictures']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
25,Syambhunath, 49 reviews,A sacred and holy place of worship for Hindus and Buddhists. One can view the city of Kathmandu from its premises. A very good place to buy traditional arts and crafts. Oil paintings depicting the popular culture and heritage of Nepal as well as mountain ranges are sold here.,"['sacred', 'holy', 'worship', 'hindus', 'buddhists', 'kathmandu', 'premises', 'buy', 'traditional', 'arts', 'crafts', 'oil', 'paintings', 'depicting', 'popular', 'culture', 'heritage', 'well', 'mountain', 'ranges', 'sold']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
26,Syambhunath, 40 reviews,"It's a most to visit tourism sites in kathmandu.  Monkey temple, where you can see alot of Monkeys playing around.
It's been made in the 5th century.","['tourism', 'sites', 'kathmandu', 'monkey', 'temple', 'alot', 'monkeys', 'playing', 'around', 'made', '5th', 'century']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
27,Syambhunath, 18 reviews,Extraordinary ambition with Vibe of Bhuda filled with. Also called as 'Monkey Temple' and you can either reach the top of the small peak by vehicle or climb on the steps. Must go place in Kathmandu.,"['extraordinary', 'ambition', 'vibe', 'bhuda', 'filled', 'called', 'monkey', 'temple', 'either', 'reach', 'small', 'peak', 'vehicle', 'climb', 'steps', 'must', 'go', 'kathmandu']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
28,Syambhunath, 48 reviews,"A beautiful place to spend your day at.

Monkey temple, full of monkeys. …","['spend', 'day', 'monkey', 'temple', 'full', 'monkeys']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
29,Syambhunath, 91 reviews,Must visit for locals and tourists. Recommend going early in the morning and walking the steps all the way up. Hot spot for many working out. Small vendors selling wheat-grass and aloe juice. I arrived at 6am and it was already bustling.,"['must', 'locals', 'tourists', 'recommend', 'going', 'early', 'morning', 'walking', 'steps', 'way', 'hot', 'spot', 'many', 'working', 'small', 'vendors', 'selling', 'wheat', 'grass', 'aloe', 'juice', 'arrived', '6am', 'already', 'bustling']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
30,Syambhunath, 47 reviews,I had been into this place for an official cause. This was not my first visit but each time I visit this place amazes me with the peacefulness and devotion of the visitors. What more? The wide angle view of the Kathmandu 🇳🇵 valley is …,"['official', 'cause', 'first', 'time', 'amazes', 'peacefulness', 'devotion', 'visitors', 'wide', 'angle', 'kathmandu', 'valley']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
31,Syambhunath, 105 reviews,"Be ready to climb 300 steps to reach this location.
Commonly called Monkey Temple, you will quickly understand why. There are macaques everywhere but they aren’t agressive unless you provoke them with food. …","['ready', 'climb', '300', 'steps', 'reach', 'location', 'commonly', 'called', 'monkey', 'temple', 'quickly', 'understand', 'macaques', 'everywhere', 'agressive', 'unless', 'provoke', 'food']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
32,Syambhunath, 29 reviews,This place has been in my wishlist from a long time. I have been reading a lot about Swayambu  and its architecture. Absolutely loved the place and the fact that the surroundings are carved detailed. there is greenery all around for miles …,"['wishlist', 'long', 'time', 'reading', 'lot', 'swayambu', 'architecture', 'absolutely', 'loved', 'fact', 'surroundings', 'carved', 'detailed', 'greenery', 'around', 'miles']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
33,Syambhunath, 69 reviews,"Amazing experience. A stupa of Fantastic architecture on the top of hillock, Great historical place to visit. Lies in the heart of the Kathmandu city. Easy access. Enjoyable view of kathmandu valley.","['experience', 'stupa', 'fantastic', 'architecture', 'hillock', 'great', 'historical', 'lies', 'heart', 'kathmandu', 'easy', 'access', 'enjoyable', 'kathmandu', 'valley']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
34,Syambhunath, 24 reviews,"Only WoW,
• Great View can see Whole city from up there.
• Beauty of Nature …","['wow', 'great', 'whole', 'beauty', 'nature']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
35,Syambhunath, 131 reviews,"I would rate this place as okay .

Let's start by the positives: …","['would', 'rate', 'okay', 'let', 'start', 'positives']",3 stars,3,neutral,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
36,Syambhunath,7 reviews,"Here’s something for the non-religious folk, you can still have a good time just walking around. It’s beautiful, it’s peaceful and it’s serene. Take a visit and you won’t be disappointed. …","['something', 'non', 'religious', 'folk', 'still', 'time', 'walking', 'around', 'peaceful', 'serene', 'take', 'disappointed']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
37,Syambhunath,1 review,"Popularly known as monkey temple.

Swayambhu is an ancient religious complex atop a hill in the Kathmandu Valley, …","['popularly', 'known', 'monkey', 'temple', 'swayambhu', 'ancient', 'religious', 'complex', 'atop', 'hill', 'kathmandu', 'valley']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
38,Syambhunath, 53 reviews,"It is an ancient, religious architecture located behind the Swoyambhu Bhagwan Pau which is 350m behind from it. It is also known as the name of ""Monkey Temple"" which is an attractive place for tourists. …","['ancient', 'religious', 'architecture', 'located', 'behind', 'swoyambhu', 'bhagwan', 'pau', '350m', 'behind', 'known', 'name', 'monkey', 'temple', 'attractive', 'tourists']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
39,Syambhunath, 4 reviews,Located at swayambhu chowk. It's also a temple of monkey. From here we can get beautiful view of Kathmandu city.,"['located', 'swayambhu', 'chowk', 'temple', 'monkey', 'get', 'kathmandu']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
40,Syambhunath, 24 reviews,A place on the height. You can have stairs or book a car to visit directly on top. Loved to throw the coin for wishes. In the open area of temple you can watch the beautiful valley - Kathmandu. You can buy some memorable items from the side of stairs. They provide items in a reasonable rate.,"['height', 'stairs', 'book', 'car', 'directly', 'loved', 'throw', 'coin', 'wishes', 'open', 'area', 'temple', 'watch', 'valley', 'kathmandu', 'buy', 'memorable', 'items', 'side', 'stairs', 'provide', 'items', 'reasonable', 'rate']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
41,Syambhunath, 231 reviews,"Resting on a hillock 3 km west of Kathmandu, Swayambhu is one of the holiest Buddhist stupas in Nepal. It is said to have evolved spontaneously when the valley was created out of a primordial lake more than 2,000 years ago. This stupa is the oldest of its kind in Nepal and has numerous shrines and monasteries on its premises.","['resting', 'hillock', 'km', 'west', 'kathmandu', 'swayambhu', 'holiest', 'buddhist', 'stupas', 'said', 'evolved', 'spontaneously', 'valley', 'created', 'primordial', 'lake', '000', 'years', 'ago', 'stupa', 'oldest', 'kind', 'numerous', 'shrines', 'monasteries', 'premises']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
42,Syambhunath, 46 reviews,From main road you can walk for the entrance which is approx 15-20 min walk. During this walk view is very nice but be careful from monkey. To visit the stupa you have to climb up to 100 steps. View from top is lovely. It's a world heritage site. Must visit place in Kathmandu.,"['main', 'road', 'walk', 'entrance', 'approx', '15', '20', 'min', 'walk', 'walk', 'careful', 'monkey', 'stupa', 'climb', '100', 'steps', 'lovely', 'heritage', 'must', 'kathmandu']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
43,Syambhunath,2 reviews,"Swayambhu (Devanagari: स्वयम्भू स्तूप; Nepal Bhasa: स्वयंभू; sometimes Swayambu or Swoyambhu) is an ancient religious architecture atop a hill in the Kathmandu Valley, west of Kathmandu city. The Tibetan name for the site means ‘Sublime …","['swayambhu', 'devanagari', 'bhasa', 'sometimes', 'swayambu', 'swoyambhu', 'ancient', 'religious', 'architecture', 'atop', 'hill', 'kathmandu', 'valley', 'west', 'kathmandu', 'tibetan', 'name', 'means', 'sublime']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
44,Syambhunath, 36 reviews,"It is the most sacred amoung Buddhist pilgrimage sites.Its extremely amazing and beautiful from both religious and aesthetic point of view.
Must visit once !","['sacred', 'amoung', 'buddhist', 'pilgrimage', 'sites', 'extremely', 'religious', 'aesthetic', 'point', 'must']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
45,Syambhunath, 23 reviews,It is a peaceful place to be. You will get to see alot of your monkey friends there. You can see a beautiful view - view of concrete Jungle from the top. Couple of good food places in the perimeter as well. If you're stressed out i recommend you to visit swayambhu.,"['peaceful', 'get', 'alot', 'monkey', 'friends', 'concrete', 'jungle', 'couple', 'food', 'places', 'perimeter', 'well', 'stressed', 'recommend', 'swayambhu']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
46,Syambhunath, 79 reviews,Best place to Enjoy Beautiful Art stunning view. You can feel the Spiritual Energy flowing everywhere. …,"['enjoy', 'art', 'stunning', 'feel', 'spiritual', 'energy', 'flowing', 'everywhere']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
47,Syambhunath, 230 reviews,"My friend and I decided to stay for one night but ended up staying for Four nites here. Place was very clean and staff were warm,extremely helpful,simple ,friendly.Rishi,the owner was very helpful with his maps ,guides n his hot cinnamon …","['friend', 'decided', 'stay', 'night', 'ended', 'staying', 'four', 'nites', 'clean', 'staff', 'warm', 'extremely', 'helpful', 'simple', 'friendly', 'rishi', 'owner', 'helpful', 'maps', 'guides', 'hot', 'cinnamon']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
48,Syambhunath, 32 reviews,"This #stupa is the oldest of its kind in Nepal and has numerous shrines and monasteries on its premises. #Swayambhu literally means ""self-existent one"". Believed to date back to 460 A.D., it was built by King Manadeva and by the 13th …","['stupa', 'oldest', 'kind', 'numerous', 'shrines', 'monasteries', 'premises', 'swayambhu', 'literally', 'means', 'self', 'existent', 'believed', 'date', 'back', '460', 'built', 'king', 'manadeva', '13th']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
49,Syambhunath, 21 reviews,"Religious place  🙏🙏
Awesome view of Kathmandu valley 👌👌
Best place to visit to see our historical temlple …","['religious', 'awesome', 'kathmandu', 'valley', 'historical', 'temlple']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
50,Syambhunath,12 reviews,"Perched on top of the Semgu Hill located in the outskirts to the west of the Kathmandu Valley, Swayambhu Temple temple is one of the most important eligious shrines in the city of Kathmandu.","['perched', 'semgu', 'hill', 'located', 'outskirts', 'west', 'kathmandu', 'valley', 'swayambhu', 'temple', 'temple', 'important', 'eligious', 'shrines', 'kathmandu']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
51,Syambhunath, 80 reviews,Beautiful experience. Amazing stupa a top a hillock. You can get an amazing view of the city.,"['experience', 'stupa', 'hillock', 'get']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
52,Syambhunath,110 reviews,Ancient temple famous for its artifacts and history. Monkeys are roaming everywhere and one has to be careful with your belongings especially food stuff. They just grab at lightning speed. He just stole my Cornetto ice cream.,"['ancient', 'temple', 'famous', 'artifacts', 'history', 'monkeys', 'roaming', 'everywhere', 'careful', 'belongings', 'especially', 'food', 'stuff', 'grab', 'lightning', 'speed', 'stole', 'cornetto', 'ice', 'cream']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
53,Syambhunath, 83 reviews,Amazing and mesmerising. Just not enough words to express its beauty. One of the best part visiting this place is that you got a good view of Kathmandu valley.,"['mesmerising', 'enough', 'words', 'express', 'beauty', 'part', 'visiting', 'got', 'kathmandu', 'valley']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
54,Syambhunath, 47 reviews,"Swayambhu (Devanagari: स्वयम्भू स्तूप; Newar: स्वयंभू; sometimes Swayambu or Swoyambhu) is an ancient religious complex atop a hill in the Kathmandu Valley, west of Kathmandu city. The Tibetan name for the site means 'Sublime Trees' …","['swayambhu', 'devanagari', 'newar', 'sometimes', 'swayambu', 'swoyambhu', 'ancient', 'religious', 'complex', 'atop', 'hill', 'kathmandu', 'valley', 'west', 'kathmandu', 'tibetan', 'name', 'means', 'sublime', 'trees']",4 stars,4,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
55,Syambhunath, 13 reviews,"Swayambhu is an ancient religious complex atop a hill in the Kathmandu Valley, west of Kathmandu city. The Tibetan name for the site means 'Sublime Trees', for the many varieties of trees found on the hill. However, Shing.kun may be of the local Nepal Bhasa name for the complex, Swayambhu, meaning 'self-sprung'.","['swayambhu', 'ancient', 'religious', 'complex', 'atop', 'hill', 'kathmandu', 'valley', 'west', 'kathmandu', 'tibetan', 'name', 'means', 'sublime', 'trees', 'many', 'varieties', 'trees', 'found', 'hill', 'however', 'shing', 'kun', 'may', 'local', 'bhasa', 'name', 'complex', 'swayambhu', 'meaning', 'self', 'sprung']",3 stars,3,neutral,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
56,Syambhunath, 65 reviews,I often visit here just for morning walk and every day I feel the same energy and peace in my mind and soul while climbing those stairs. One of the holiest place of Buddhists and also for Hindus. There is iconic stupa and many other small …,"['often', 'morning', 'walk', 'every', 'day', 'feel', 'energy', 'peace', 'mind', 'soul', 'climbing', 'stairs', 'holiest', 'buddhists', 'hindus', 'iconic', 'stupa', 'many', 'small']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
57,Syambhunath,12 reviews,"The Swayambhunath Stupa, an icon of Nepal, is an ancient religious structure on a hilltop in the Kathmandu Valley.  It stands about 3 kilometers west of Kathmandu City and is a must-see for anyone thinking of going to Nepal.  This has to be …","['swayambhunath', 'stupa', 'icon', 'ancient', 'religious', 'structure', 'hilltop', 'kathmandu', 'valley', 'stands', 'kilometers', 'west', 'kathmandu', 'must', 'anyone', 'thinking', 'going']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
58,Syambhunath, 44 reviews,Wonderful walk if you start from the pilgrim path on the left of the 365 steps. Takes you all around and up from the back. You can then go down on steps and towards monkey temple 🐒,"['wonderful', 'walk', 'start', 'pilgrim', 'path', 'left', '365', 'steps', 'takes', 'around', 'back', 'go', 'steps', 'towards', 'monkey', 'temple']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
59,Syambhunath, 10 reviews,"What more can we say about this spiritual grandeur! Stupa! स्वयं-भू-नाथ, The name speaks itself. The place where you can experience your inner divinity.","['say', 'spiritual', 'grandeur', 'stupa', 'name', 'speaks', 'experience', 'inner', 'divinity']",5 stars,5,positive,BHAGANPAU 44600,27.7148996,85.29039569999999,"tourist_attraction,place_of_worship,point_of_interest,establishment",4.6
